"period","timestamp","probability","confidence","trend","key_factors"
1,"2026-02-15 18:11:58",0.5035,"MEDIUM","INCREASING","The aggressor holds a slight military advantage (-0.12) and has already seized 2.5% of territory within the first week. The 10/10 crisis level and the cyber attack on telecommunications infrastructure represent a significant shock to state capacity, though international support (52.4%) provides a stabilization buffer."
1,"2026-02-15 18:14:25",0.4965,"MEDIUM","STABLE","The aggressor holds a slight military advantage (-0.07) and the crisis level is at maximum (10/10), but the government remains stable due to successful defense of key positions and 0% territorial loss. International support is moderate (33.3%), providing a baseline shield, while institutional resilience remains high in the early stages of the conflict."
1,"2026-02-15 18:17:30",0.575,"MEDIUM","INCREASING","The aggressor's control of 34% of territory within 7 days represents a massive, rapid shock to government stability. While external protection is high (76.5%), the ""Defender War Fatigue"" event indicates internal political cohesion is already fracturing under the pressure of the -0.28 military imbalance. The combination of high territorial loss and waning public patience creates a high risk of sudden political transition or institutional collapse."
1,"2026-02-15 18:19:55",0.5645,"MEDIUM","INCREASING","The combination of a 10/10 crisis level and the ***Cyber Incident*** targeting the power grid creates immediate governance strain. While territorial loss is relatively low (4.5%), the military balance favors the aggressor, and the sudden infrastructure failure threatens internal order and institutional capacity."
1,"2026-02-15 18:22:48",0.5525,"MEDIUM","INCREASING","High initial territorial loss (26.2%) and a significant military deficit (-0.16) create immediate survival pressure. However, strong external protection (74.3%) and the presence of a diplomatic peace initiative provide a potential buffer against immediate institutional collapse."
1,"2026-02-15 18:25:20",0.579,"MEDIUM","STABLE","The aggressor has seized over one-third of the territory (35.8%) within only 7 days, indicating a high-velocity conventional threat. While the frontline is reportedly stabilizing, the military balance remains in the aggressor's favor. The 10/10 crisis level and significant sanctions (62.3%) create immediate governing strain, though international support and naval exercises provide a partial buffer against total collapse."
1,"2026-02-15 18:27:46",0.579,"MEDIUM","INCREASING","The combination of a major commodity price shock (***) and the aggressor's military advantage creates immediate survival pressure. While the defender's information warfare is effective, the 10/10 crisis level and negative military balance suggest a high risk of rapid institutional degradation."
1,"2026-02-15 18:30:14",0.5775,"MEDIUM","INCREASING","The combination of a 10/10 crisis level and the ***Major Battlefield Shift*** (8.7% territory loss in only 7 days) indicates a high-intensity shock. While international support is relatively high (61.4%), the military balance favors the aggressor and the commodity shock adds significant economic pressure on the defender's governing capacity."
1,"2026-02-15 18:33:02",0.5585,"HIGH","INCREASING","The primary driver is the ***SHOCK: Defender Internal Crisis***, which has spiked political instability to critical levels (82). While external protection remains exceptionally high (89.5%), the combination of 8% territorial loss, a negative military balance, and sudden internal political infighting creates a dangerous ""hollow shell"" effect where international aid may lack a stable domestic partner to receive it. The cyber disruption to the banking sector further undermines institutional resilience."
1,"2026-02-15 18:36:01",0.5245,"MEDIUM","INCREASING","The military pressure is high due to the aggressor's territorial gains (13.4%) and military advantage (-0.29), exacerbated by a major intelligence leak (cyber breach) which compromises defense strategy. However, the successful defense of key positions and high international support (77.8%) provide significant buffers. The decline in gas prices and sanctions on the aggressor create a dual-strain environment that may slow the aggressor's offensive despite their current momentum."
1,"2026-02-15 18:38:33",0.5375,"MEDIUM","INCREASING","The conflict is in an acute opening phase with a maximum crisis level (10/10). While territorial loss is currently minimal (2.7%), the military balance favors the aggressor and the Cyber Incident (***) targeting satellite communications suggests a high-intensity disruption of command and control. The Information Warfare event is already triggering social divisions, which threatens internal stability despite significant international support (59.5%)."
1,"2026-02-15 18:41:43",0.6835,"MEDIUM","INCREASING","The combination of rapid territorial loss (35.9% in 7 days) and the ***Defender Economic Crisis shock event has created a critical vulnerability. While external support remains high (70%), the military balance favors the aggressor (-0.39) and the ""buckling"" of the economy suggests a looming failure in the state's ability to provide basic services and sustain a war effort. The 10/10 crisis level and dangerous airspace indicate a near-total breakdown of normal governance."
