scenario_id,condition,agent_id,persona_id,strategic_orientation,risk_tolerance,military_expertise,economic_expertise,geopolitical_expertise,information_fraction,probability,rationale,fallback_type
scenario_024,persona_shard,5,simplified_019,dovish,41,20,43,90,0.6728766208496768,0.15,"Tethys retains over 60% of its territory with substantial international diplomatic support and a security commitment from Meridian, creating significant external counter-pressure against Novaris. The ongoing regional diplomatic summit and mutual economic interdependence, particularly the 30% of Novaris's energy revenue flowing through Tethys, create powerful constraints favoring de-escalation and status quo preservation. My dovish orientation and moderate-low risk tolerance lead me to assess that the combination of military stalemate, economic interdependence, and active international diplomacy makes government collapse unlikely in the short term, though cyber breaches and exposed military plans introduce vulnerability.",
scenario_024,persona_shard,6,simplified_408,hawkish,65,89,38,84,0.18049413362372047,0.28,"Applying military analysis: Novaris's mobilization of 40% of its forces and historical claims indicate high invasion intent, placing Tethys in a severe defensive posture with likely initial territorial losses. However, Tethys's own mobilization, Meridian's committed (if constrained) security guarantee, and the international diplomatic focus on humanitarian corridors suggest a front will stabilize, preventing a rapid military collapse of the government. While the 10/10 crisis level signals extreme pressure, the current alignment of opposing forces and external support is insufficient for a complete regime overthrow by the end of Period 1, making full collapse unlikely but the risk of significant degradation high.",
scenario_024,persona_shard,7,simplified_215,dovish,28,60,53,59,0.2255693811709209,0.18,"From a military perspective, Tethys retains substantial control over its core territory and population centers despite limited territorial losses, and its air defenses remain operational. Economically, while sanctions will be painful, the modest GDP contraction and partial oil export resilience suggest Tethys can avoid immediate economic collapse. My dovish orientation emphasizes that diplomatic channels remain open through regional actors like Aurelia, and the upcoming summit provides a pathway for de-escalation rather than immediate regime collapse.",
scenario_024,persona_shard,9,simplified_413,hawkish,69,68,68,52,0.9042269051034882,0.15,"My military analysis, given the 'Battlefield Development' event and relatively stable territorial hold (62.1%), indicates Tethys is defending key positions effectively against a numerically superior adversary, making a rapid military collapse unlikely. My economic assessment, noting significant but not catastrophic GDP loss and strong international sanctions on Novaris (77%), suggests Tethys can sustain a defensive posture in the short term, supported by the 'Military Aid Defender' event. While the cyber breach and high crisis level present serious risks, my hawkish perspective finds Tethys's demonstrated asymmetric capabilities, combined with growing international backing, provide a viable defense against government collapse in this period.",
scenario_024,persona_shard,8,simplified_232,dovish,55,25,84,60,0.18381792460484536,0.18,"Tethys possesses significant asymmetric military capabilities and economic leverage through critical energy pipelines, which provides substantial deterrence against Novaris's pressure campaign. Diplomatic support from a committed defender constrains escalation, and Tethys's defensive positions suggest resilience, though economic pressure and sustained mobilization present moderate but manageable risks. The combination of strong asymmetric deterrence and external backing makes government collapse unlikely in this period.",
scenario_025,persona_baseline,2,simplified_273,hawkish,35,78,44,76,1.0,0.12,"Tethys retains 96.7% territory with near-even military balance, indicating successful defense and asymmetric capabilities are deterring Novaris from major escalation. External support at 64% with active aid from Meridian and humanitarian corridors provides critical resilience. However, 44% GDP loss and war fatigue create vulnerability over time, but current indicators don't suggest imminent government collapse in this period.",
scenario_025,persona_baseline,4,simplified_256,pragmatic,93,31,61,92,1.0,0.18,"Tethys retains over 96% of its territory, the military balance is nearly even, and robust international support (64%) combined with Meridian's financial aid mitigates immediate collapse risks. However, the severe GDP contraction (~42% from baseline) and domestic war fatigue introduce medium-term fragility, though current asymmetric deterrence and diplomatic efforts likely prevent government overthrow in this period.",
scenario_025,persona_baseline,1,simplified_139,dovish,31,40,82,47,1.0,0.12,"Despite a significant GDP contraction and some war fatigue, Tethys retains 96.7% of its territory and holds a roughly equal military balance, supported by substantial and active international backing. My economic analysis indicates the GDP drop, while severe, is likely manageable in the short-term given external financial aid and mutual energy dependence, reducing immediate collapse risk. The strong diplomatic and material support from allies like Meridian and Valkoria, alongside no major territorial losses, suggests the current government can sustain its position through this period.",
scenario_025,persona_baseline,0,simplified_093,dovish,46,80,76,40,1.0,0.13,"Tethys retains over 96% of its territory and near-equal military balance, indicating a robust defense capable of imposing high costs on Novaris. Strong external financial and diplomatic support, combined with significant sanctions on Novaris, provides Tethys with strategic resilience, though economic strain and war fatigue introduce moderate internal pressure that limits near-term collapse risk.",
scenario_025,persona_baseline,3,simplified_285,dovish,28,87,82,47,1.0,0.15,"Tethys retains strong defensive capacity with 96.7% territory, favorable military balance (-0.01), and robust international support (64%). While GDP has declined significantly, economic warfare expertise suggests the pipeline leverage provides critical resilience against Novaris; the current crisis level (7/10) indicates high tension but not imminent regime collapse, as dovish analysis sees diplomatic momentum and external financial/proxy support sustaining the government.",
scenario_025,persona_baseline,6,simplified_309,hawkish,46,46,79,78,1.0,0.15,"Despite significant war fatigue and a 42% GDP contraction, Tethys maintains 96.7% of its territory, a stable military balance, and robust international support. The asymmetric defense strategy appears intact, and key external actors are actively providing aid and diplomatic pressure to stabilize the government.",
scenario_025,persona_baseline,5,simplified_332,dovish,77,57,60,75,1.0,0.17,"Tethys retains over 96% of its territory and shows only a slight military disadvantage, reflecting strong defensive resilience. Economic strain is evident with a 42% GDP drop, but robust international support (64%) and diplomatic engagement from major powers mitigate immediate collapse risks. My dovish orientation emphasizes that Novaris's escalating actions face growing international costs, and Tethys's asymmetric capabilities and strategic backing sustain its governance despite war fatigue.",
scenario_025,persona_baseline,7,simplified_471,dovish,37,83,50,85,1.0,0.18,"Tethys retains 96.7% territory with a stable military balance (-0.01), indicating effective asymmetric defense that imposes high costs on Novaris. While GDP decline and war fatigue create pressure, substantial international support (64%) and continued diplomatic engagement from Meridian, Valkoria, and Aurelia provide stabilizing external backing. My dovish orientation emphasizes that diplomatic channels remain active and Novaris faces growing economic costs from sanctions, reducing incentives for regime-change escalation in this period.",
scenario_025,persona_baseline,8,simplified_212,dovish,81,74,51,61,1.0,0.15,"Despite significant military pressure and a 44% GDP contraction (a critical vulnerability), Tethys retains 96.7% of its territory and a near-even military balance (-0.01), indicating a successful defensive posture. Strong and growing international support (64%) and active de-escalatory actions by external actors provide a stabilizing diplomatic framework that makes a total government collapse unlikely in this period.",
scenario_025,persona_baseline,9,simplified_105,hawkish,86,45,89,80,1.0,0.09,"Tethys's government collapse is highly unlikely in Period 1. The nation retains 96.7% of its territory, indicating minimal military losses, and its asymmetric capabilities continue to impose severe costs on Novaris, stabilizing the front. While economic strain is significant (GDP at ~58% of baseline), substantial and growing international support (64%), including critical financial aid from Meridian, provides a vital buffer against immediate internal collapse. My hawkish, risk-tolerant assessment weights the current defensive stability and external diplomatic momentum as decisive stabilizing factors, outweighing the concerning but not yet terminal war fatigue.",
scenario_025,persona_shard,4,simplified_399,pragmatic,84,41,90,89,0.7302535804771879,0.15,"Economic analysis indicates Tethys's modest GDP decline to $89.5B remains manageable with substantial international backing, while pragmatic geopolitical assessment shows Meridian's financial aid and Aurelia's negotiations provide critical stabilization against Novaris's pressure campaign. The military situation remains essentially balanced (-0.01), indicating Novaris lacks decisive conventional advantage to force regime change, and asymmetric capabilities continue to deter invasion despite growing war fatigue.",
scenario_025,persona_shard,0,simplified_032,dovish,41,75,64,75,0.5696602225366201,0.15,"Tethys retains strong defensive military capabilities, including asymmetric warfare and precision strike assets that negate Novaris's conventional advantage, making a rapid military collapse unlikely. Significant international support, especially from Meridian, provides crucial diplomatic and financial backing, while Novaris faces economic pressure from sanctions and its own energy dependence on Tethys's pipelines, limiting its escalation potential. My dovish strategic orientation sees substantial de-escalatory factors—Tethys's economic leverage, the high cost of invasion for Novaris, and growing international isolation of Novaris—that suggest regime survival is more probable than collapse in the short term.",
scenario_025,persona_shard,3,simplified_093,dovish,46,80,76,40,0.4213412435070684,0.12,"Military analysis indicates Tethys maintains a territorial and defensive force advantage against a quantitatively stronger Novaris, making swift military defeat unlikely; economic analysis shows Tethys's GDP remains stable while Novaris faces pressure from sanctions and isolation, reducing immediate economic collapse risks. Dovish orientation assesses that ongoing diplomatic efforts, strong international support for Tethys, and Meridian's security commitment create stabilizing pressure, though the volatile crisis level warrants monitoring.",
scenario_025,persona_shard,5,simplified_054,pragmatic,61,85,85,32,0.8717634709361242,0.15,"Despite severe GDP contraction and war fatigue, Tethys retains 96.7% territory, robust international support (64%), and receives financial aid from allies; its asymmetric military capabilities and defender's advantage make Novaris's conventional superiority insufficient for decisive victory or regime collapse within this period.",
scenario_025,persona_shard,6,simplified_263,hawkish,100,71,74,53,0.28082667018240953,0.35,"Military analysis indicates Novaris's military superiority presents a credible threat to Tethys's territorial integrity, though Meridian's security commitment provides a partial deterrent. Economic assessment shows sanctions and trade disruption create serious stress on Tethys's economy, but the government retains substantial international backing at 64% support. While crisis momentum suggests significant pressure, my hawkish orientation leads me to assess that Tethys's defensive posture combined with substantial external support makes government collapse moderately probable rather than highly likely, though Novaris's military capabilities and economic pressure create a substantial risk.",
scenario_025,persona_shard,7,simplified_464,hawkish,84,67,61,68,0.8644832833272104,0.15,"Tethys maintains strong defensive capabilities through asymmetric warfare advantages (cyber/precision strikes) and critical economic leverage with pipeline control, while its 96.7% territorial retention and 64% international support create resilience. However, Novaris's military mobilization and 'war weariness' in defender nations introduce escalation risks that could pressure Tethys's government over time, though not imminently.",
scenario_025,persona_shard,2,simplified_146,pragmatic,62,74,67,52,0.6445572397821808,0.15,"Tethys maintains a strong defensive military position with home terrain advantage and asymmetric capabilities to impose high costs on Novaris, while substantial and growing international support, including security commitments and economic sanctions on Novaris, reduces immediate existential threat; although economic strain and war fatigue are rising, the current balance of power and external backing make government collapse unlikely in the short term without a major Novaris escalation.",
scenario_025,persona_shard,9,simplified_191,pragmatic,66,66,51,73,0.8123480784034793,0.15,"Tethys retains a strong defensive military position with 96.7% territorial control and has not suffered a direct military defeat. Economic strain is significant but the asymmetric leverage of its pipelines provides a deterrent, and robust international support (64%) is diplomatically stabilizing. The current crisis level (7/10) suggests high volatility, but the threshold for government collapse within this period appears unlikely given its intact defense and external backing.",
scenario_025,persona_shard,1,simplified_357,pragmatic,60,78,78,47,0.9307216819217689,0.15,"The territorial loss is minimal at 3.3%, indicating Tethys's defensive and asymmetric capabilities are holding against Novaris's conventional superiority, supported by a nearly even military balance score of -0.01. Economic strain is present with GDP down 42%, but international support at 64% and sanctions on Novaris at 25% provide a buffer, while Meridian's financial aid helps mitigate war fatigue. The crisis level remains at 7/10 without major escalation this period, and backchannel negotiations by Aurelia suggest diplomatic avenues are active, reducing immediate collapse risk despite internal pressures.",
scenario_025,persona_shard,8,simplified_253,pragmatic,44,23,86,70,0.5895761366094305,0.28,"Economically, while Tethys's GDP has contracted significantly, the remaining 96.7% territorial control and substantial international financial aid provide a buffer against immediate collapse. Geopolitically, the strong, active diplomatic support from Meridian and Aurelia, combined with Tethys's own asymmetric capabilities and high crisis level, suggests a resilient, though strained, defensive posture; government collapse in one period appears unlikely absent a sudden military breakthrough by Novaris.",
scenario_026,persona_baseline,3,simplified_469,pragmatic,100,39,92,56,1.0,0.35,"Tethys retains 79.4% of its territory despite Novaris's initial mobilization, and international support has risen to 86% with strong coalition-building actions from Meridian, indicating substantial diplomatic reinforcement. However, the 15% GDP contraction and moderate sanctions pressure (66%) present economic vulnerabilities; as an economic expert, I assess this strain, while significant, is not yet catastrophic for a state with strong external backing and asymmetric capabilities.",
scenario_026,persona_baseline,1,simplified_097,dovish,56,26,86,43,1.0,0.12,"The probability of government collapse is low. My economic analysis shows Tethys has retained 79.4% of territory and its GDP decline ($30B to $25.5B, ~15%) is severe but not yet catastrophic; the 66% sanctions on Novaris and 86% international support for Tethys suggest continued external pressure on the aggressor. As a dovish analyst, the diplomatic momentum—including Meridian's coalition building and Aurelia's backchannel negotiations—signals a pathway for de-escalation rather than a decisive military defeat that would force regime change.",
scenario_026,persona_baseline,4,simplified_156,hawkish,84,79,90,41,1.0,0.22,"From an economic standpoint, Tethys's GDP decline to $25.5B remains manageable within a wartime context, and its control of critical pipelines provides a crucial strategic and economic asset, not a vulnerability. My military analysis indicates the minor negative shift in the military balance (-0.14) is not decisive; a 79.4% territorial hold demonstrates resilient defensive capabilities against Novaris's initial pressure. However, my hawkish perspective flags escalating external proxy support and the extremely high crisis level (9/10) as significant accelerants that could rapidly destabilize the situation beyond Tethys's control.",
scenario_026,persona_baseline,5,simplified_126,pragmatic,43,49,82,87,1.0,0.15,"Tethys retains control of 79.4% of its territory, indicating a successful initial defense, and enjoys strong international support (86%) which deters a decisive Novaris breakthrough. However, the 15% GDP decline and sustained military pressure present serious economic and governance challenges that, while significant, do not yet point to imminent government collapse within this period.",
scenario_026,persona_baseline,0,simplified_299,dovish,37,64,67,62,1.0,0.15,"The territorial loss and economic damage are significant, but the strong international support for Tethys (86%), the asymmetric military balance remaining relatively stable (-0.14), and the de-escalatory external actions—particularly coalition building and backchannel negotiations—suggest the government retains enough external backing and defensive capacity to avoid collapse in the short term. The dovish analytical perspective places weight on these stabilizing diplomatic factors and the high costs Novaris would incur from a full offensive.",
scenario_026,persona_baseline,8,simplified_160,dovish,45,28,58,78,1.0,0.32,"While Tethys has lost significant territory (20.6%) and its GDP has contracted, its strong international support (86%) and robust asymmetric capabilities create a viable deterrent against decisive military defeat. The crisis level is high, but the lack of a trigger event for full-scale invasion, combined with active external diplomacy and Novaris's own economic pressures from sanctions, suggests a government collapse in this period remains unlikely, though not negligible given the military balance shift and economic strain.",
scenario_026,persona_baseline,2,simplified_356,dovish,22,58,57,51,1.0,0.32,"The territorial loss of 20.6% and GDP decline of 15% for Tethys indicate significant pressure, but its strong asymmetric capabilities and high international support (86%) provide critical buffers. Given my dovish orientation and low risk tolerance, I interpret the substantial international diplomatic engagement and the lack of a decisive Novaris breakthrough as reducing the immediate likelihood of a complete governmental collapse, though economic and military strains remain serious.",
scenario_026,persona_baseline,9,simplified_389,pragmatic,79,50,72,53,1.0,0.25,"Tethys's government faces significant military pressure with territorial loss and a negative military balance, but its strong asymmetric capabilities, high international support (86%), and economic resilience (GDP at 85% of baseline) provide buffers against collapse. The crisis level is high (9/10), yet pragmatic analysis suggests that external diplomatic efforts and Novaris's own economic constraints (sanctions at 66%, GDP at 90.7% of baseline) reduce the likelihood of immediate regime change, though the risk remains elevated due to ongoing conflict dynamics.",
scenario_026,persona_baseline,6,simplified_313,pragmatic,100,40,65,88,1.0,0.15,"Tethys retains 79.4% territory and strong international support (86%), but faces economic strain (GDP down 15%) and Novaris's military pressure; however, asymmetric capabilities and Meridian's backing make near-term government collapse unlikely despite high crisis level.",
scenario_026,persona_baseline,7,simplified_102,dovish,58,89,84,33,1.0,0.22,"Military analysis shows Tethys retains substantial territory (79.4%) and a near-neutral military balance (-0.14), indicating the frontline is holding despite Novaris's initial push; economic expertise highlights Tethys's GDP decline is moderate (15%) and severe external sanctions (66%) are crippling Novaris's economy more, undermining its sustained offensive capability. The high international support (86%) and active coalition building by Meridian provide a stabilizing diplomatic counterweight, making a near-term government collapse unlikely, though the elevated crisis level requires close monitoring.",
scenario_026,persona_shard,0,simplified_479,hawkish,70,59,63,66,0.9357656086680269,0.18,"Tethys retains significant defensive capacity despite territorial loss, with strong international backing and sanctions pressure on Novaris creating economic constraints. Asymmetric capabilities and domestic resolve remain high, while Novaris's costly military gains risk triggering further international escalation and internal opposition, making decisive regime change unlikely in the near term.",
scenario_026,persona_shard,1,simplified_093,dovish,46,80,76,40,0.2411786383546184,0.18,"From a military strategy perspective, Tethys's territorial retention (70%) and defensive positioning suggest a credible holding capacity against Novaris's advance, reducing immediate collapse risk from military defeat. Economically, the 15% GDP decline is manageable with substantial international support (86%), preventing acute internal instability. My dovish orientation sees the diplomatic momentum and lack of decisive escalatory actions this period as favoring de-escalation over government overthrow.",
scenario_026,persona_shard,4,simplified_408,hawkish,65,89,38,84,0.44626564996727563,0.25,"Despite Novaris's mobilization and pressure campaign, Tethys retains its territorial integrity with no ground seized and benefits from Meridian's firm security guarantee, which deters a full-scale invasion. However, Novaris's sustained economic coercion and cyber disruptions pose serious risks to Tethys's internal stability, especially given its economic vulnerabilities, making some chance of government failure plausible under prolonged strain.",
scenario_026,persona_shard,3,simplified_042,hawkish,53,83,90,36,0.703031895421454,0.25,"While Tethys's territory has been reduced to 79.4% and its GDP has declined by 15% from baseline, the defender's advantage, high international support at 86%, and substantial sanctions on Novaris at 66% create strong deterrents against a full-scale invasion that would lead to government collapse. As a hawkish economic analyst, I note the mutual economic dependence, particularly the 30% of Novaris's energy revenues flowing through Tethys, coupled with continued external diplomatic and proxy support, significantly lowers the near-term risk of Tethys's government being overthrown, despite the high 9/10 crisis level.",
scenario_026,persona_shard,6,simplified_337,pragmatic,25,87,31,64,0.050650067738543636,0.32,"My military expertise suggests Tethys's loss of 22% territory and force ratio deficit of 2.1:1 indicate serious structural vulnerabilities, particularly given their established defensive doctrine which can degrade over time under sustained pressure. However, as a pragmatic analyst with moderate-low risk tolerance, I weigh the facts that Tethys maintains critical infrastructure, retains most core territory, and has not yet reached strategic breaking points where military collapse becomes imminent, despite the severe crisis level. While significant risks exist, my military assessment suggests collapse probability remains below 50% within this period.",
scenario_026,persona_shard,7,simplified_354,pragmatic,57,47,90,87,0.8095548517649789,0.15,"While Novaris possesses conventional military superiority and has initiated coercive pressure, Tethys's significant asymmetric capabilities (cyber, precision strikes), strong international backing (86% support, Meridian security commitment), and economic leverage through pipeline control create meaningful deterrents against successful regime change. My economic analysis suggests Novaris faces growing costs from sanctions and potential revenue disruption, while Tethys's GDP contraction remains manageable at -15% from baseline; the mutual economic interdependence and diplomatic momentum toward de-escalation make full collapse unlikely in Period 1.",
scenario_026,persona_shard,9,simplified_181,dovish,0,36,92,59,0.2940718090138906,0.25,"From an economic standpoint, Tethys's defensive position and asymmetric military capabilities, coupled with the mutual energy interdependence with Novaris and strong external support from Meridian, create substantial resilience against government collapse. However, as a dovish analyst with low risk tolerance, I acknowledge that Novaris's significant military mobilization and potential for economic pressure introduce non-trivial risks that warrant a probability above base rates for a peaceful outcome.",
scenario_026,persona_shard,5,simplified_193,dovish,18,29,64,94,0.23699678496894366,0.18,"Tethys's government is under severe pressure from Novaris's multi-domain campaign, but its strong defensive military position, substantial and growing international support (86%), and significant GDP indicate a robust capacity to resist collapse in the short term. While my dovish orientation emphasizes the risks of escalation, the current data shows Tethys is more likely to endure the initial period, supported by coordinated diplomatic efforts and a military stalemate.",
scenario_026,persona_shard,8,simplified_175,pragmatic,37,27,90,50,0.5024209898540638,0.16,"Tethys retains 79.4% of its territory, possesses significant asymmetric capabilities, and enjoys strong international support (86%), which mitigates immediate military collapse risks. Economically, the moderate but growing pressures and Novaris's GDP decline are not yet severe enough to trigger governmental failure, given Tethys's control of critical energy transit pipelines provides leverage. Diplomatic constraints on direct intervention and the volatile crisis level suggest escalation risk, but pragmatic analysis indicates current defenses and support likely sustain the government through Period 1.",
scenario_026,persona_shard,2,simplified_299,dovish,37,64,67,62,0.7052164276130578,0.18,"My military analysis indicates Tethys's substantial asymmetric capabilities, defender's advantage, and intact territorial control (79.4%) create a strong defensive posture that makes military collapse unlikely in the short term. Economically, while Tethys's GDP has contracted to $25.5B, the significant sanctions pressure on Novaris (66%) and mutual energy interdependence create a stalemate that favors economic sustainability over collapse. Geopolitically, Meridian's reaffirmed security commitment, coalition building, and active diplomatic channels from neutral powers provide substantial external buttressing against government removal, aligning with my dovish assessment that de-escalatory pressures currently outweigh escalatory momentum.",
scenario_027,persona_baseline,2,simplified_239,dovish,40,59,62,51,1.0,0.32,"From my economic analysis perspective, Tethys faces severe stress with GDP down 36.7% and Novaris down 29%, but Tethys's critical pipeline leverage (30% of Novaris energy revenues) creates significant mutual economic deterrence. While military balance slightly favors Novaris, the defender's advantage, asymmetric capabilities, and growing international support at 52% suggest the government can withstand pressure. My dovish orientation interprets the 6/10 crisis level and multiple diplomatic initiatives as indicating manageable escalation rather than imminent collapse.",
scenario_027,persona_baseline,4,simplified_023,hawkish,44,57,52,57,1.0,0.15,"Despite significant economic strain and territorial loss, Tethys retains 84% of its territory, robust external diplomatic support, and vital asymmetric military capabilities. The military balance, though negative, is not catastrophic, and the crisis level remains below the threshold for immediate regime collapse. The combined effect of international pressure on Novaris and Tethys's demonstrated resilience makes a full government collapse unlikely in this period, though the situation remains precarious.",
scenario_027,persona_baseline,0,simplified_005,dovish,3,62,53,52,1.0,0.15,"Tethys retains 84.4% territory and moderate military balance (0.07) suggesting defensive resilience, while international support at 52% and sanctions on Novaris at 25% provide stabilizing pressure; however, economic strain with GDP down 37% poses internal risks, though asymmetric capabilities and diplomatic efforts likely prevent imminent collapse.",
scenario_027,persona_baseline,1,simplified_268,pragmatic,52,23,50,81,1.0,0.15,"Tethys retains 84.4% of its territory with a slight military advantage (0.07), indicating effective asymmetric defense, while its GDP drop to $19B, though severe, is manageable in the short term given strong international backing (52% support, sanctions on Novaris at 25%). The presence of a peace initiative and humanitarian corridors provides diplomatic off-ramps, making a total government collapse unlikely within this period, though economic strain remains a risk.",
scenario_027,persona_baseline,3,simplified_335,hawkish,27,63,75,72,1.0,0.28,"Tethys retains significant territorial control (84.4%) and a slightly favorable military balance (0.07), indicating strong defensive resilience against Novaris's conventional advantage. While the economy is degraded (GDP at 63% of baseline) and international support is moderate (52%), the absence of direct combat, substantial asymmetric capabilities, and active diplomatic backchanneling from neutral powers mitigate the risk of immediate government collapse. My hawkish orientation sees the 'Air Incident' and 'Information Warfare' as escalatory, but my moderate-low risk tolerance weighs the stabilizing indicators of territorial integrity and ongoing diplomacy more heavily against a near-term regime change.",
scenario_027,persona_baseline,6,simplified_343,pragmatic,67,90,40,67,1.0,0.1,"Tethys retains strong territorial control (84.4%) and significant international support (52%), with its asymmetric military capabilities and Meridian's security commitment providing deterrence. While economic pressures exist, the current crisis level of 6/10 and the presence of diplomatic initiatives suggest the situation is volatile but not yet at a breaking point for government collapse.",
scenario_027,persona_baseline,7,simplified_121,pragmatic,41,88,30,55,1.0,0.25,"Military analysis indicates Tethys retains strong defensive posture with minimal territorial loss (15.6%) and a near-even force balance, supported by asymmetric capabilities that deter Novaris escalation. Economic pressures are significant but not yet catastrophic, with international support growing and sanctions on Novaris increasing, suggesting Tethys can sustain resistance without imminent government collapse.",
scenario_027,persona_baseline,5,simplified_458,dovish,68,54,59,57,1.0,0.25,"Tethys retains over 84% of its territory and a defensive military advantage (balance of 0.07), indicating it can impose severe costs on an invasion despite its economic losses. While GDP has declined significantly, robust international support (52%) and active diplomatic initiatives provide a stabilizing counterweight. However, the sustained economic pressure and the moderate-high crisis level (6/10) create a non-trivial risk of internal fracture or forced capitulation over time.",
scenario_027,persona_baseline,8,simplified_089,dovish,29,56,73,56,1.0,0.18,"As a policy advisor with strong economic analysis skills, I note Tethys's GDP has fallen by a significant but not catastrophic 36.7% from baseline, suggesting economic resilience is strained but not broken. My dovish, moderate-low risk tolerance leads me to weigh the stabilizing factors—including substantial territorial retention (84.4%), Meridian's coalition building, and the nascent peace initiative—more heavily than the escalatory signals. The military balance remains unfavorable for Tethys but not decisively so, and a full government collapse at this stage, while possible, appears an unlikely outcome of the current pressure campaign.",
scenario_027,persona_baseline,9,simplified_208,pragmatic,83,30,84,63,1.0,0.25,"While Tethys has suffered significant GDP decline (37%) and territorial loss (15.6%), its defensive asymmetric capabilities, military balance near parity (0.07), and growing international support (52%) provide substantial resilience. My high risk tolerance focuses on the stabilizing factor of Tethys's control over critical energy pipelines and strong external diplomatic momentum, making a full government collapse unlikely in this first period.",
scenario_027,persona_shard,4,simplified_219,pragmatic,65,87,48,86,0.9122233440094388,0.2,"Tethys retains a solid military defense posture with asymmetric advantages and high defender motivation, while the conflict remains in a volatile but non-kinetic phase; external diplomatic and humanitarian efforts provide stability, but the risk of escalation and economic strain from GDP contraction and sanctions pressure keeps a non-zero probability of collapse.",
scenario_027,persona_shard,2,simplified_417,hawkish,80,88,47,90,0.1364641306317746,0.25,"Tethys holds significant defensive advantages including home terrain and asymmetric warfare capabilities that would impose severe costs on any invasion attempt, and growing international support with sanctions already targeting Novaris creates meaningful external pressure. However, the combination of economic warfare, covert operations, and Novaris's numerical advantage introduces serious risks of territorial losses or economic strain that could destabilize the government, though likely not to collapse levels within this period.",
scenario_027,persona_shard,0,simplified_245,dovish,55,64,74,66,0.3342835037948292,0.3,"Despite significant military pressure and economic damage, Tethys retains robust asymmetric capabilities and strong international backing focused on preserving its sovereignty. The current crisis level and sanctions pressure Novaris but do not yet indicate an imminent internal collapse of the Tethyan government; my dovish orientation emphasizes the stabilizing role of ongoing diplomatic coordination and the high costs to Novaris of pursuing regime change, though the economic strain and military mobilization present a serious, ongoing risk.",
scenario_027,persona_shard,3,simplified_259,hawkish,54,92,32,58,0.4653006464990426,0.28,"Tethys retains 84.4% territory and maintains defensive positions with moderate international support (52%), indicating resilience against Novaris's mobilization. However, economic strain from a 37% GDP decline and disrupted trade routes creates internal pressure, while Meridian's coalition-building and Aurelia's diplomacy offer stabilizing counterweights to Novaris's military posturing. My hawkish perspective notes the volatile military standoff and economic vulnerability, but current defensive readiness and external backing make full government collapse unlikely in the short term.",
scenario_027,persona_shard,1,simplified_330,pragmatic,80,79,84,50,0.8185605030410156,0.12,"Tethys retains strong defensive military capabilities including asymmetric warfare and home terrain advantage, which my military analysis suggests makes direct conquest prohibitively costly for Novaris. My economic assessment indicates severe but not terminal GDP contraction, and Tethys holds critical economic leverage through pipeline control; internal collapse remains unlikely while external diplomatic support holds. The current crisis level and recent events suggest a volatile stalemate, not an imminent regime change tipping point.",
scenario_027,persona_shard,6,simplified_068,hawkish,41,68,62,74,0.08268074077670494,0.25,"While Tethys faces severe military pressure from Novaris's advances and economic strain from sanctions, its defensive mobilization, Meridian's security commitment, and international diplomatic appeals provide critical stabilizing factors; however, the loss of significant territory and mounting costs create substantial risk of government failure if external support falters or the conflict escalates abruptly.",
scenario_027,persona_shard,9,simplified_320,hawkish,91,71,68,55,0.9445136980703988,0.28,"From my military strategy perspective, Tethys's asymmetric capabilities (0.07 military balance despite Novaris's size advantage) combined with defender's home terrain provide credible deterrence against immediate collapse. My economic analysis indicates severe economic damage (GDP down 37% to $19B) creates internal pressure, but substantial international support (52%) and Novaris's own economic decline (GDP down 29%) limit Novaris's ability to force capitulation. My hawkish orientation recognizes real risk from escalatory signals like the air incident and information warfare, but Tethys's survival imperative and external backing suggest government collapse remains unlikely in this period, though economic viability is deteriorating rapidly.",
scenario_027,persona_shard,5,simplified_176,hawkish,59,61,61,74,0.6203600100690093,0.22,"Tethys retains 84.4% of its territory and holds asymmetric military advantages that offset Novaris's conventional edge, making a quick military collapse unlikely. Strong and growing international diplomatic support, including a Meridian security commitment, provides significant stabilizing pressure against Novaris's coercion, while Tethys's economic leverage through energy pipelines creates mutual deterrence. However, the elevated crisis level, GDP decline, and ongoing hybrid pressure campaign introduce real instability, keeping a non-zero probability of government failure from prolonged strain or miscalculation.",
scenario_027,persona_shard,8,simplified_075,pragmatic,76,34,90,82,0.5151321987017167,0.15,"While Tethys faces significant military disadvantage (-0.93 military balance) and economic pressure (GDP down 37% from baseline), its control of 84.4% of territory, possession of asymmetric capabilities (cyber, precision strikes, energy transit leverage), and Meridian's security commitment provide substantial resilience against government collapse in the immediate term. The crisis remains in a volatile but non-combat phase, and Tethys's economic leverage and defensive mobilization create high costs for Novaris, making rapid regime change unlikely in Period 1 despite escalatory risks.",
scenario_027,persona_shard,7,simplified_215,dovish,28,60,53,59,0.28725073326681444,0.5,,missing_probability_key
scenario_028,persona_baseline,1,simplified_433,pragmatic,59,30,94,68,1.0,0.19,"Tethys's economic position, my area of strongest expertise, remains tenable; a 29% GDP contraction is severe but likely reflects wartime reallocation, not imminent state failure, especially given robust 81% international support. The stabilized military front and external actions—financial aid and backchannel negotiations—point toward a managed, protracted conflict rather than a sudden collapse of governance capacity.",
